,file,gender,mfcc
10,VoxCeleb_gender/males/189.wav,males,"[[-6.77078918e+02 -6.66331238e+02 -6.72790161e+02 ... -7.82289246e+02
  -8.29121338e+02 -9.23478699e+02]
 [ 1.17072418e+02  1.19867561e+02  1.13601845e+02 ...  7.29037018e+01
   6.16095428e+01  1.49388247e+01]
 [ 2.18029404e+00  2.85798240e+00 -7.54104137e-01 ... -3.15424442e+01
  -1.43912354e+01  5.86466026e+00]
 ...
 [ 1.04679756e+01  1.11672382e+01  6.18015862e+00 ...  1.24505007e+00
   1.44944215e+00 -2.35080099e+00]
 [ 3.84653139e+00 -8.60335064e+00  4.69691753e+00 ...  3.45967627e+00
   1.88467636e+01  2.38680506e+00]
 [ 7.63006353e+00 -7.00200844e+00  8.13978291e+00 ...  6.42032766e+00
   7.64664888e+00  5.19749165e+00]]"
11,VoxCeleb_gender/males/3245.wav,males,"[[-3.66681824e+02 -4.37642456e+02 -4.26399506e+02 ... -8.27886841e+02
  -8.27886841e+02 -8.27886841e+02]
 [ 1.14365845e+02  1.56626801e+02  1.61234741e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.41770136e+00 -1.46259260e+01 -2.01279163e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [-7.48542309e-01 -1.06960287e+01 -5.42973042e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 1.79217529e+01  8.76852989e+00  2.86561966e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-8.99003029e-01  1.76338124e+00 -7.38525391e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
12,VoxCeleb_gender/males/840.wav,males,"[[-1.9908780e+02 -2.6433813e+02 -2.8452014e+02 ... -6.3419476e+02
  -6.3419476e+02 -6.3419476e+02]
 [ 1.5818669e+02  1.9138971e+02  1.7433920e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 2.7896606e+01  3.4431427e+01  5.3197189e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.4584660e+01  4.6237278e+00  4.1467190e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.2271342e+00  9.8445435e+00  5.7913156e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 7.0351992e+00 -1.2977289e+01 -1.3352453e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
13,VoxCeleb_gender/males/2947.wav,males,"[[-424.49307    -412.06467    -423.48212    ... -359.65723
  -629.6463     -638.5211    ]
 [  68.799095     75.99014      91.80702    ...   59.531593
     9.451269      5.820465  ]
 [  -7.212248     -1.7594866     2.8726485  ...  -12.412015
    -4.5830464    -8.062766  ]
 ...
 [  14.281763      3.8691468     5.5537863  ...    5.9332414
    -3.9571567    -7.157895  ]
 [  -8.5496235    -9.726791     -0.67951906 ...  -17.777447
    -7.5650816     7.594578  ]
 [   8.5374155    -2.534037      8.498803   ...   -6.822586
     3.5489082     9.6040325 ]]"
14,VoxCeleb_gender/males/979.wav,males,"[[-3.70277771e+02 -3.16708435e+02 -3.14581116e+02 ... -1.28771317e+02
  -1.11212524e+02 -4.12360107e+02]
 [ 1.11002701e+02  1.01027061e+02  9.06858368e+01 ...  7.76990814e+01
   8.60480270e+01  1.76498528e+01]
 [ 1.06543722e+01 -4.22614574e+00  5.63469267e+00 ...  1.10279045e+01
  -5.28111553e+00 -2.66564655e+00]
 ...
 [ 6.16601992e+00  1.68981838e+01  1.86391602e+01 ...  1.03304749e+01
  -9.56660366e+00  1.86250556e+00]
 [-3.69375753e+00  1.54648519e+00 -1.85037649e+00 ... -6.21827698e+00
   8.48995209e+00 -2.09287596e+00]
 [-6.82492971e-01 -1.46536160e+01 -3.63645881e-01 ... -2.28482628e+01
  -7.02310753e+00 -3.83695221e+00]]"
15,VoxCeleb_gender/males/1989.wav,males,"[[-170.3547    -244.72508   -261.43848   ... -732.66724   -732.66724
  -732.66724  ]
 [  84.0199     136.1221     138.77357   ...    0.           0.
     0.       ]
 [ -25.309216   -19.610746   -25.653095  ...    0.           0.
     0.       ]
 ...
 [   1.0857439    8.328852    11.093742  ...    0.           0.
     0.       ]
 [   2.9122314    5.5029106  -10.027987  ...    0.           0.
     0.       ]
 [   4.431593    -6.0819054  -11.87098   ...    0.           0.
     0.       ]]"
16,VoxCeleb_gender/males/775.wav,males,"[[-2.7490134e+02 -2.7640677e+02 -2.7527365e+02 ... -3.1363580e+02
  -6.0406848e+02 -6.5255560e+02]
 [ 1.3646295e+02  1.6453499e+02  1.5589954e+02 ...  1.0993155e+02
   1.4530857e+01  2.5387020e+01]
 [-2.8853205e+01 -3.6299332e+01 -4.3353287e+01 ...  3.0971405e+01
   2.3957939e+00 -1.7699323e+00]
 ...
 [ 1.1193058e+01  1.6171181e+01  1.5015465e+01 ...  9.0909023e+00
   2.9831145e+00 -4.3669355e-01]
 [ 2.6633785e+01  2.0950855e+01  1.6736237e+01 ...  1.0898277e+01
   3.1562088e+00  3.8624213e+00]
 [ 6.5508766e+00 -1.3933067e+00  1.6068953e+00 ...  6.1145811e+00
   1.8689640e+00  2.7212181e+00]]"
17,VoxCeleb_gender/males/425.wav,males,"[[-4.6360904e+02 -4.4308438e+02 -4.6602472e+02 ... -7.6626282e+02
  -7.6626282e+02 -7.6626282e+02]
 [ 1.4357599e+02  1.5266830e+02  1.3711255e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.5484471e+00 -2.8136345e+01 -1.5681150e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 3.7175345e+00 -7.6505280e-01 -1.3166742e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-4.9963388e+00 -8.0990963e+00 -1.0861095e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-6.2770143e+00 -3.5998244e+00  2.2457044e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
18,VoxCeleb_gender/males/2633.wav,males,"[[-2.26610794e+02 -3.03769806e+02 -3.35110382e+02 ... -3.84712036e+02
  -3.79478577e+02 -3.06275024e+02]
 [ 1.70917435e+02  1.89531403e+02  1.61202850e+02 ...  1.58346970e+02
   1.22905350e+02  1.13388054e+02]
 [ 2.57942066e+01  4.16918945e+01  5.28339615e+01 ...  2.47588329e+01
   3.73517914e+01  2.96729469e+01]
 ...
 [-6.79839325e+00 -6.42388010e+00 -1.11039524e+01 ... -1.42389238e-01
  -1.54072227e+01 -7.68564320e+00]
 [-3.39735031e-01 -2.24494052e+00  2.65267348e+00 ... -5.58561742e-01
  -1.88294023e-01 -8.96632576e+00]
 [-2.94938445e+00  1.16705167e+00  1.76616192e+01 ... -3.33306026e+00
   1.62652225e+01  4.64753437e+00]]"
19,VoxCeleb_gender/males/432.wav,males,"[[-3.3270609e+02 -3.8842590e+02 -4.8873947e+02 ... -5.7078369e+02
  -6.4298962e+02 -6.6089081e+02]
 [ 1.3248953e+02  1.1135285e+02  8.8338120e+01 ...  1.6177208e+01
   2.4550627e+01  1.8528051e+01]
 [-8.5805159e+00 -1.9365555e+01  2.7940453e+01 ...  9.4978371e+00
   8.8907671e+00  7.3256378e+00]
 ...
 [-3.2060364e+01 -3.8444069e+01 -2.5547039e+01 ... -8.5250330e+00
  -1.3021135e+01 -6.8555794e+00]
 [ 1.8867159e+00 -5.4690175e+00 -3.1903505e+00 ... -4.4620109e+00
   2.0277114e+00 -5.9945331e+00]
 [ 2.0376772e-02 -2.3789808e-01 -6.8468505e-01 ...  4.4399166e-01
   8.2353425e-01 -9.1481924e+00]]"
20,VoxCeleb_gender/males/1679.wav,males,"[[-271.69363   -258.18857   -268.12817   ... -726.3885    -726.3885
  -726.3885   ]
 [ 164.1651     162.34573    146.78674   ...    0.           0.
     0.       ]
 [   9.056157   -21.753653   -10.827326  ...    0.           0.
     0.       ]
 ...
 [  -9.3023405  -20.75578    -25.044827  ...    0.           0.
     0.       ]
 [ -31.688856   -23.715427   -10.081928  ...    0.           0.
     0.       ]
 [ -25.919754   -20.583675   -11.968508  ...    0.           0.
     0.       ]]"
21,VoxCeleb_gender/males/952.wav,males,"[[-3.7975949e+02 -3.7799985e+02 -3.8443549e+02 ... -9.2118378e+02
  -9.2118378e+02 -9.2118378e+02]
 [ 1.4335840e+02  1.3829391e+02  1.3692033e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-4.1683372e+01 -5.7805466e+01 -4.7672951e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.1096947e+01  6.0890377e-02 -5.6388652e-01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-6.9994307e-01 -1.9564007e+01 -2.0152191e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.8320286e+01  5.0900097e+00 -3.2339683e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
22,VoxCeleb_gender/males/1559.wav,males,"[[-385.59424   -356.18616   -353.1808    ... -410.55838   -429.80447
  -405.66617  ]
 [ -18.138203   -35.49196    -36.10195   ...  143.63788    129.86795
   125.27277  ]
 [  42.28739     51.863007    45.149532  ...   28.84008     48.694683
    41.287544 ]
 ...
 [  -5.7494335   -6.284121   -14.99659   ...   -8.175877   -14.641564
    -6.5777225]
 [   0.8676279   -6.8391323   -0.7280067 ...   -7.748992   -13.018503
    -7.7906485]
 [   2.079437    -1.7121363   -5.23454   ...  -14.820061   -13.099213
    -4.8995733]]"
23,VoxCeleb_gender/males/2778.wav,males,"[[-151.11375    -144.6012     -113.23104    ... -166.62274
  -114.03128    -148.50435   ]
 [  97.65346     122.55219     122.43299    ...  129.60526
   131.58408     125.109695  ]
 [  -1.0319082   -34.278347    -55.13307    ...  -27.660793
   -34.548294    -22.303265  ]
 ...
 [ -11.374911     -1.0884787     0.65970385 ...    2.9707694
     0.39143217   -5.2295637 ]
 [  -9.643106     -9.143209     -0.36149216 ...    2.7555418
     3.5413952    11.982332  ]
 [  -8.898701    -17.925594     -4.374654   ...    3.7242975
     2.8824081     4.088766  ]]"
24,VoxCeleb_gender/males/2294.wav,males,"[[-161.15639   -189.9148    -209.73131   ... -722.81537   -722.81537
  -722.81537  ]
 [ 126.86063    146.0397     142.32092   ...    0.           0.
     0.       ]
 [  11.037921    24.967724    26.61255   ...    0.           0.
     0.       ]
 ...
 [ -12.408735    -9.8847885   -4.7202444 ...    0.           0.
     0.       ]
 [  12.129881    25.396378    32.513096  ...    0.           0.
     0.       ]
 [  -6.454285     4.9173155    3.009354  ...    0.           0.
     0.       ]]"
25,VoxCeleb_gender/males/3105.wav,males,"[[-4.34298676e+02 -4.25576904e+02 -4.43929901e+02 ... -8.35630432e+02
  -8.35630432e+02 -8.35630432e+02]
 [ 8.65182800e+01  8.46075592e+01  1.01980034e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.89891815e+01 -3.91671906e+01 -2.86761780e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 1.34287090e+01  8.32606602e+00  6.84896171e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-2.66886568e+00 -2.51998568e+00 -1.68044815e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [-1.20753345e+01 -1.88216972e+01 -1.13443623e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
26,VoxCeleb_gender/males/2101.wav,males,"[[-110.34627   -163.67636   -207.44603   ... -720.80914   -720.80914
  -720.80914  ]
 [  85.18739    124.943665   123.50762   ...    0.           0.
     0.       ]
 [ -36.15313    -57.037354   -37.5048    ...    0.           0.
     0.       ]
 ...
 [  22.449066    15.227489     9.5572605 ...    0.           0.
     0.       ]
 [  14.1071      15.4598875    5.5704494 ...    0.           0.
     0.       ]
 [  -3.4842381   -4.651858    -3.7446928 ...    0.           0.
     0.       ]]"
27,VoxCeleb_gender/males/1206.wav,males,"[[-4.6545700e+02 -4.9595737e+02 -5.2356287e+02 ... -8.4867877e+02
  -8.4867877e+02 -8.4867877e+02]
 [ 9.3547531e+01  8.3245110e+01  8.7396118e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.1904020e+01  4.9862431e+01  4.9646240e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 9.7677860e+00  4.3344826e-01  6.4042997e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.9509201e+00 -6.7467675e+00 -6.3479748e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.8621958e+00  1.4310107e+01  4.7519116e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
28,VoxCeleb_gender/males/3538.wav,males,"[[-365.65698   -341.3484    -324.19113   ... -736.854     -736.854
  -736.854    ]
 [ 125.777374   145.80273    154.36385   ...    0.           0.
     0.       ]
 [   8.530871    12.6460285    5.419977  ...    0.           0.
     0.       ]
 ...
 [   3.855824    -2.6537457   -4.2822227 ...    0.           0.
     0.       ]
 [   4.357939     5.6696453    1.6657772 ...    0.           0.
     0.       ]
 [  -9.122614   -12.905916   -20.954906  ...    0.           0.
     0.       ]]"
29,VoxCeleb_gender/males/3451.wav,males,"[[-616.3735    -585.0177    -587.5353    ... -640.5585    -640.5585
  -640.5585   ]
 [  24.575342    49.120003    48.947445  ...    0.           0.
     0.       ]
 [  12.1359825   12.3166485   14.934456  ...    0.           0.
     0.       ]
 ...
 [  -7.959342    -5.7339783   -5.9178705 ...    0.           0.
     0.       ]
 [  -2.2772136   -6.4013567   -3.07773   ...    0.           0.
     0.       ]
 [   1.4472419   -6.56651      2.3988178 ...    0.           0.
     0.       ]]"
30,VoxCeleb_gender/males/3303.wav,males,"[[-4.6007632e+02 -4.0448380e+02 -4.2585291e+02 ... -7.1601239e+02
  -7.1601239e+02 -7.1601239e+02]
 [ 1.3295242e+02  6.6666855e+01  1.2671767e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.5107624e+01  1.3267710e+01 -3.6000046e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 2.5794675e+00  1.7405844e-01  4.0300994e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-2.7976141e+00 -4.1775494e+00 -1.7018848e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 1.6373491e+01  1.6194118e+01  8.9641972e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
31,VoxCeleb_gender/males/742.wav,males,"[[-273.10583   -242.40512   -254.97574   ... -697.15594   -697.15594
  -697.15594  ]
 [ 122.63809    171.32004    169.25137   ...    0.           0.
     0.       ]
 [ -41.40345    -62.468124   -73.37088   ...    0.           0.
     0.       ]
 ...
 [  -3.7265408   -4.968489    -7.4009037 ...    0.           0.
     0.       ]
 [  -9.78392    -25.843147   -30.629623  ...    0.           0.
     0.       ]
 [  -9.162819   -12.757972   -17.381945  ...    0.           0.
     0.       ]]"
32,VoxCeleb_gender/males/1255.wav,males,"[[-2.4293263e+02 -2.5821536e+02 -2.5428474e+02 ... -7.0476483e+02
  -7.0476483e+02 -7.0476483e+02]
 [ 9.4971191e+01  9.4041138e+01  9.7292603e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 9.0458965e+00  5.5473114e+01  5.3470779e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [-1.0046572e+01 -3.0059889e+01 -2.7321053e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-3.5197234e+00 -1.3727514e+01 -1.0408795e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [-4.2180929e+00 -5.8208525e-02  3.0712636e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
33,VoxCeleb_gender/males/3443.wav,males,"[[-242.00867   -329.23956   -335.04      ... -620.7927    -661.6035
  -665.90967  ]
 [ 109.15219    114.39532    123.02101   ...   15.8658085   32.282936
    35.401516 ]
 [  20.3983      49.797718    49.653435  ...    4.899193     6.1955175
     4.209132 ]
 ...
 [  -9.401163   -40.440872   -37.417957  ...   -6.1223426   -8.032727
    -6.735221 ]
 [  -1.9084058   -9.325723    -8.878906  ...   -2.0737875   -3.5274675
    -6.4370522]
 [  -9.814096    -9.006578    -6.3298244 ...   -2.1091008   -3.853376
    -3.9211028]]"
34,VoxCeleb_gender/males/1992.wav,males,"[[-470.76038   -483.0923    -451.1329    ... -861.51843   -861.51843
  -861.51843  ]
 [ 105.6038      93.08516    104.86757   ...    0.           0.
     0.       ]
 [  41.201992    40.95504      8.424678  ...    0.           0.
     0.       ]
 ...
 [   7.1170835   -1.5769867    7.615864  ...    0.           0.
     0.       ]
 [   2.315528    -3.0279214   22.06458   ...    0.           0.
     0.       ]
 [   1.0532193    8.667698     2.4297001 ...    0.           0.
     0.       ]]"
35,VoxCeleb_gender/males/769.wav,males,"[[-497.08466   -489.39493   -474.21616   ... -847.2777    -911.53375
  -925.26227  ]
 [ 153.574      160.79146    153.34572   ...   59.17122     12.818371
     0.       ]
 [ -33.59324    -37.404446   -69.49162   ...    1.5869869    3.612305
     0.       ]
 ...
 [   3.5696561  -10.821862    -8.283571  ...    3.6421194   -4.7395883
     0.       ]
 [   1.9726362   -2.9277742    1.3466628 ...    1.4821812   -5.586608
     0.       ]
 [ -13.954319    -5.3656826  -14.657146  ...   -3.0349407   -3.1028519
     0.       ]]"
36,VoxCeleb_gender/males/2684.wav,males,"[[-1.7850131e+02 -1.5377191e+02 -1.6817421e+02 ... -6.2616754e+02
  -6.4874622e+02 -6.5949719e+02]
 [ 1.5182870e+02  1.3058585e+02  1.3280113e+02 ...  2.2931561e+01
   3.8052044e+01  3.6374817e+01]
 [-1.4845762e+01 -3.1555637e+01 -3.3683296e+01 ... -3.3959184e+00
  -5.8747931e+00  5.9998755e+00]
 ...
 [ 2.0053370e+01  3.9517312e+00  8.3241844e+00 ... -3.2844791e+00
   5.0076723e+00  8.7665310e+00]
 [-7.3484869e+00  7.6115572e-01  2.1941645e+00 ...  3.7376251e+00
   3.6630561e+00  5.8657398e+00]
 [ 8.4242535e+00  1.3205681e+00  9.2590243e-02 ...  1.1907132e+00
   6.6474142e+00 -2.0815248e+00]]"
37,VoxCeleb_gender/males/1564.wav,males,"[[-304.88504   -345.85538   -394.28702   ... -368.3341    -375.51773
  -423.7922   ]
 [ 118.44964    144.89975    137.9505    ...   52.37799     66.70071
    84.19951  ]
 [  17.979378     4.981745    34.1853    ...   15.536722    10.629766
    19.722713 ]
 ...
 [ -26.125912   -20.834106   -15.343277  ...   -2.08044      1.9731036
    -5.8634233]
 [  -8.9194565  -30.03446    -19.923767  ...  -22.986382   -28.795788
   -26.980381 ]
 [   8.243428    18.76012     12.878777  ...    9.613859    11.783026
    11.268193 ]]"
38,VoxCeleb_gender/males/2714.wav,males,"[[-6.4769061e+02 -6.3566669e+02 -6.4214465e+02 ... -3.2313287e+02
  -6.5261792e+02 -7.4083313e+02]
 [ 6.2086563e+01  6.4257515e+01  6.9695518e+01 ...  9.1555519e+01
   7.0698166e+00  0.0000000e+00]
 [ 3.9183739e+01  4.4997787e+01  5.1427048e+01 ...  3.5712547e+01
   5.9567952e+00  0.0000000e+00]
 ...
 [-1.8290352e+01  2.0144758e+00  7.2462764e+00 ...  2.8607068e+00
   3.6725931e+00  0.0000000e+00]
 [ 3.9402986e-01  7.9683170e+00  2.6297884e+00 ... -1.7105026e+01
  -2.2129743e+00  0.0000000e+00]
 [-8.8681984e+00  2.7186170e+00  2.7480001e+00 ... -6.5206003e+00
  -5.2915039e+00  0.0000000e+00]]"
39,VoxCeleb_gender/males/1548.wav,males,"[[-334.3338    -349.862     -367.9733    ... -750.2122    -750.2122
  -750.2122   ]
 [ 124.53526     88.35829     56.31514   ...    0.           0.
     0.       ]
 [  58.01507     80.59386     81.943726  ...    0.           0.
     0.       ]
 ...
 [   7.686332    19.033298    32.7074    ...    0.           0.
     0.       ]
 [ -10.462326    -3.975352    -7.229697  ...    0.           0.
     0.       ]
 [   1.2498251   12.492791    -5.343766  ...    0.           0.
     0.       ]]"
